gene_id	calu6_untreated_rep1_rnaseq	calu6_untreated_rep2_rnaseq	calu6_g418_rep1_rnaseq	calu6_g418_rep2_rnaseq
ENSG00000188290.13	0.0	0.0	0.7668493629127245	1.7455745343291649
ENSG00000303623.1	3.7664155926780802	0.0	0.0	0.0
ENSG00000187608.11	2.28698305284398	7.3245652691509076	92.59706057171147	60.75889348067907
ENSG00000303614.1	0.0	0.0	0.0	0.0
ENSG00000231702.2	0.0	0.0	0.0	0.0
ENSG00000224969.1	0.0	0.0	0.0	0.0
ENSG00000188157.17	5.548783907459707	13.62458554897501	39.186548522718184	26.874389626182683
ENSG00000242590.1	0.0	0.0	0.0	0.0
ENSG00000291156.2	1.8377823842977812	6.621639208689665	5.147826477912744	2.3968566938897795
ENSG00000273443.2	0.0	3.7811879149188123	0.8017061521360301	0.0
ENSG00000217801.13	0.0	0.0	0.0	0.6340058450157815
ENSG00000304119.1	0.0	0.0	0.0	1.8533648083315055
ENSG00000304169.1	0.0	0.0	1.3972121622617646	0.0
ENSG00000237330.3	0.0	0.0	0.0	0.0
ENSG00000131591.20	3.875153419321954	9.618547866888518	6.381260972034887	5.915074295762913
ENSG00000285812.1	20.699807339485556	5.849618564267096	0.0	0.7058019407070665
ENSG00000299943.1	0.0	0.0	0.0	0.0
ENSG00000223823.1	0.823031555437062	0.0	0.0	0.0
ENSG00000304965.1	0.0	0.0	0.7988766010108441	1.8184779413511478
ENSG00000207730.3	0.0	0.0	21.44352981660687	24.405888160239087
ENSG00000207607.3	0.0	35.58517959929149	7.544945676213528	0.0
ENSG00000198976.1	0.0	0.0	0.0	0.0
ENSG00000272141.1	0.0	0.0	0.6879889674358841	0.0
ENSG00000205231.1	0.0	0.0	0.0	0.0
ENSG00000162571.16	0.0	0.0	0.0	0.0
ENSG00000186891.15	0.0	0.0	0.0	0.0
ENSG00000186827.13	0.6750942378774887	0.0	0.34382030929580626	0.3913180380122723
ENSG00000078808.22	6.8576956260645545	15.771501135601945	80.32914913972579	59.87962492367699
ENSG00000176022.7	18.53801556952355	33.11134358436748	57.61594880017603	31.961127454050477
ENSG00000184163.4	0.0	0.0	0.6770140686532579	0.3852707502862602
ENSG00000260179.1	0.8557837739461106	0.0	0.0	0.4960546374032335
ENSG00000160087.23	7.45541959088673	18.392219167232415	45.15336992263196	32.82027023513084
ENSG00000230415.2	0.0	0.0	0.4297753866197579	0.0
ENSG00000162572.22	0.0	0.0	1.1809480188855956	0.9600659938810406
ENSG00000131584.21	0.4244861890506337	3.0588979598244834	7.638626950130219	5.413170567218476
ENSG00000278073.1	0.0	0.0	0.0	0.0
ENSG00000169972.15	3.9215032935530596	4.709803182259168	15.228585206769218	10.513075598436322
ENSG00000127054.24	6.644167642852329	15.61260723400829	49.72749376457924	34.4104251333021
ENSG00000283712.1	0.0	0.0	0.0	0.0
ENSG00000240731.1	37.99591274064364	58.07943820609752	7.036736900095518	4.004420337172216
ENSG00000224051.9	2.711359674241058	4.070495887056729	12.773090544886145	9.233374905564101
ENSG00000169962.6	0.0	0.0	0.39025581083863076	0.6662526940295154
ENSG00000107404.23	8.360025662243263	23.88024253739948	39.00970896140904	35.09992162682524
ENSG00000284372.1	0.0	0.0	0.0	0.0
ENSG00000304860.1	0.0	0.0	0.6134102175783357	0.0
ENSG00000162576.19	0.0	0.8574742072118432	2.545282878722636	1.8622966869258744
ENSG00000175756.16	18.65858126845071	52.28842716630587	377.7312161864102	282.55329995425484
ENSG00000223663.2	0.0	0.0	0.0	0.0
ENSG00000221978.15	2.8213959608997228	5.808947092991961	17.790379768580873	14.87454120205355
ENSG00000224870.10	1.0339752770903763	14.90189762203754	6.58244582065934	5.394089279308368
ENSG00000242485.8	48.88487930281097	90.9455884079664	103.49213767228909	84.45267793765933
ENSG00000264293.2	0.0	0.0	0.0	0.0
ENSG00000301639.1	8.420912335629728	0.0	2.8591373088809156	1.6270592106826058
ENSG00000272455.1	31.51621819638179	56.777404088166996	9.808924779318968	11.16399786712622
ENSG00000235098.11	0.0	0.0	0.0	0.14240890456499686
ENSG00000225905.2	0.0	0.0	0.0	0.6324493658545317
ENSG00000205116.4	0.0	0.0	0.0	0.0
ENSG00000225285.2	0.0	0.6884493043715034	0.0	0.16613351785774672
ENSG00000179403.14	1.0755978701258795	1.0334514888468003	1.6433811976263732	1.3716334907738972
ENSG00000215915.10	0.0	0.0	0.17057149230324478	0.0
ENSG00000160072.22	4.514421771679297	10.843820053024027	38.68931863389354	31.401387918953272
ENSG00000290916.2	0.0	0.0	1.7857859588671074	1.0162434254756578
ENSG00000284740.3	0.0	0.0	0.0	0.0
ENSG00000197785.16	3.202508694494892	12.820921392859224	104.92850792300158	81.21454977261305
ENSG00000205090.10	0.0	0.0	0.33800154846153185	0.0
ENSG00000299413.1	0.0	0.0	0.0	0.0
ENSG00000160075.14	69.8711845105279	90.37180652627438	68.2368971177273	56.18929285379932
ENSG00000215014.5	2.2408590248874627	1.345658052074048	1.7118784307375232	0.9741846114381147
ENSG00000274481.1	0.0	0.0	0.0	0.0
ENSG00000228594.4	8.788303049582186	24.125545491045077	9.271331551279335	9.460537312584831
ENSG00000286989.2	0.0	1.289837359619909	0.5469553853074648	0.31125780309071194
ENSG00000272106.1	6.542252795917764	12.571800447247242	4.997878637334772	2.2753281405522214
ENSG00000197530.15	0.0	0.6045618053678593	8.331841851033342	6.419167060550535
ENSG00000189409.16	0.0	0.0	0.0	0.0
ENSG00000248333.11	9.897097226265913	9.302564297378122	72.75874675012433	60.36161247957577
ENSG00000272004.2	0.0	0.0	0.0	2.608786920081815
ENSG00000189339.14	21.576553228935293	45.20530322197149	23.992153966346535	19.594046684431813
ENSG00000293187.1	0.9376308859409567	0.0	0.9550564147105732	1.0869945500340898
ENSG00000269737.3	0.0	0.0	0.0	1.5395480579168084
ENSG00000310190.1	0.0	1.6887245789276213	0.0	0.20375774454896856
ENSG00000310238.1	0.0	0.0	0.0	0.0
ENSG00000215914.4	0.0	0.0	0.0	0.0
ENSG00000008128.25	0.0	0.0	1.8839469002509937	0.9380911870157211
ENSG00000268575.1	1.5750869696491916	3.7834213395584584	1.0695729251572634	1.521663959587001
ENSG00000293188.2	24.13669659319407	34.01335052213234	9.342401959685107	11.938836592988467
ENSG00000290854.2	4.493389190529548	9.812089963039934	3.9527748487515733	2.3678098194676402
ENSG00000215790.9	0.0	0.0	0.0	0.0
ENSG00000227775.4	0.0	0.0	0.0	0.0
ENSG00000008130.17	17.33764747276278	50.12227828484786	44.227794332142366	34.7739438324542
ENSG00000302550.1	0.0	0.0	0.0	1.4513673710314325
ENSG00000078369.21	166.45472068414006	298.49804857084536	178.69844254330687	155.80604648434996
ENSG00000231050.4	0.0	0.0	0.8628273327308991	0.4910121506189567
ENSG00000303984.1	0.0	0.0	0.0	0.0
ENSG00000294910.1	0.0	0.0	0.0	0.0
ENSG00000306476.1	0.0	0.0	0.0	2.3349037011306275
ENSG00000169885.11	0.0	0.0	1.314068913128626	0.0
ENSG00000178821.15	2.422733712552466	3.8796682785417738	13.161383129918208	4.681121290576849
ENSG00000142609.21	0.0	0.0	0.13030994259436143	0.0
ENSG00000233542.3	0.0	0.0	0.0	0.0
ENSG00000187730.11	0.720838594237542	1.1543219188813243	4.038293144414161	1.6713349253722927
ENSG00000304958.1	0.0	0.0	0.0	0.7621825691067434
ENSG00000226969.2	0.0	0.0	0.0	0.0
ENSG00000067606.19	1.9586713585688995	4.966184372381331	10.418712220805753	8.578146169109306
ENSG00000308181.1	0.0	0.0	0.5930524985670022	0.0
ENSG00000271806.1	0.0	0.0	0.6473261304663656	0.5525641980988355
ENSG00000182873.5	0.0	1.8469816401016348	2.7412432387627006	1.7828215111285763
ENSG00000162585.19	4.497631828913052	7.9604662752076845	16.516498923695124	13.378283123788403
ENSG00000304038.1	0.0	0.0	1.979723355274687	0.7510720360293857
ENSG00000234396.3	0.0	0.0	0.0	0.0
ENSG00000304143.1	0.0	0.0	0.9550564147105732	1.0869945500340898
ENSG00000157933.13	39.86578322045269	39.26126856671718	123.13973979252965	116.58077488412407
ENSG00000295493.1	0.0	0.0	3.0314513877643643	0.0
ENSG00000287356.2	0.1888542662617621	0.0	0.48091013516941755	0.2189385623439767
ENSG00000116151.16	1.0444838491116006	1.3204692685479649	2.0997931604865716	2.1668183600663053
ENSG00000272161.1	2.7044850300365932	0.0	0.0	0.0
ENSG00000292993.1	0.5539306688026757	1.3305634249838945	3.3853516120941465	2.2475994497381238
ENSG00000269896.3	0.0	0.0	0.0	0.0
ENSG00000272420.1	2.3473787320564092	11.27699353498674	4.782007822952236	0.0
ENSG00000295371.1	0.0	0.0	0.0	0.0
ENSG00000157916.22	19.755080091229196	43.686415218321166	37.44968920425365	32.26280096441138
ENSG00000157911.13	8.853327488765208	16.40523362289477	14.815061231039655	11.729889965080444
ENSG00000149527.19	13.4471720322828	29.128255970964403	113.73470564593828	75.71942369029901
ENSG00000224387.1	0.0	7.038826733925789	1.4924068370532253	1.6985782968664564
ENSG00000229393.1	0.0	0.0	0.0	0.0
ENSG00000157881.18	2.173994977674939	7.3108309628415595	23.14045787862	18.39826451342552
ENSG00000197921.7	0.0	0.0	0.5097936267711843	0.0
ENSG00000272449.4	0.0	0.0	0.6968138644014545	0.7930765778083507
ENSG00000238164.7	0.1424934401846789	0.0	0.21771244336621273	0.16519250295484406
ENSG00000307979.1	0.0	0.0	0.0	0.0
ENSG00000157873.20	0.0	0.8895059474895806	1.5087795825229111	1.2879096654479731
ENSG00000225931.3	0.0	0.0	0.0	0.0
ENSG00000307958.1	0.0	0.0	0.0	0.0
ENSG00000228037.2	0.0	0.0	0.3832083018392876	0.8722947235600879
ENSG00000289610.3	0.0	0.0	0.0	1.1136212176862217
ENSG00000157870.19	14.63004490892571	37.991294945862805	53.96918437433876	34.15039016490553
ENSG00000142606.17	0.0	0.0	0.0	0.0
ENSG00000237058.2	0.0	0.0	0.0	0.4490721238083891
ENSG00000215912.13	0.0	0.0	0.0872808625783056	0.0
ENSG00000285945.1	0.0	5.4007861111909525	0.0	0.0
ENSG00000283259.1	0.0	0.0	0.0	0.0
ENSG00000233234.1	0.0	0.0	0.0	0.0
ENSG00000287396.2	0.0	0.0	0.8864818679624251	0.0
ENSG00000231630.1	0.0	0.0	0.0	0.0
ENSG00000302855.1	0.0	0.0	0.0	0.0
ENSG00000295089.1	0.0	0.0	0.0	0.0
ENSG00000300015.1	0.0	0.0	0.0	0.0
ENSG00000284745.2	0.0	0.0	0.0	0.0
ENSG00000169717.7	0.0	0.0	0.0	0.0
ENSG00000177133.15	0.0	0.0	0.0	0.0
ENSG00000142611.18	0.0	0.2733349973488294	0.17386151169904007	0.26383993345540246
ENSG00000283572.1	0.0	0.0	0.0	0.0
ENSG00000226286.1	0.0	0.0	0.0	0.0
ENSG00000306427.1	0.0	0.0	0.0	0.0
ENSG00000279839.1	0.0	0.0	0.0	0.0
ENSG00000306439.1	0.0	0.0	0.0	0.0
ENSG00000272235.1	0.385238693963606	0.0	0.392398214885419	0.0
ENSG00000287828.2	0.0	0.0	0.0	0.6037915039642483
ENSG00000286518.1	0.0	1.1503829611839924	0.0	0.0
ENSG00000295754.1	0.0	0.0	0.0	0.0
ENSG00000297626.1	0.0	0.0	0.0	0.0
ENSG00000130762.17	0.5499702130378277	1.761400337652267	14.9384322476935	12.00775514002322
ENSG00000272088.1	0.0	0.0	0.0	2.0231757200896276
ENSG00000162591.19	3.235835039798885	6.359403304010174	7.191211322943727	3.83655715701497
ENSG00000207776.1	0.0	0.0	0.0	0.0
ENSG00000309127.1	0.0	0.0	0.0	0.0
ENSG00000238260.4	0.0	0.0	0.5871553055419088	0.0
ENSG00000158109.17	51.34422173779427	135.13912940820654	73.1621729438649	59.839918328156884
ENSG00000116213.18	0.8469769532512008	2.034472216958604	12.854493903954188	11.095464760943825
ENSG00000078900.18	1.0515071922776345	0.8419206529800828	3.8379258368751783	3.5554494450050367
ENSG00000227589.1	0.0	0.0	0.0	0.0
ENSG00000235131.1	0.0	0.0	0.0	0.0
ENSG00000293478.2	4.536006902439725	10.23532485381683	3.2902185783900237	3.107347616277863
ENSG00000276189.1	0.0	0.0	0.0	0.0
ENSG00000227372.13	0.0	0.0	0.0	0.0
ENSG00000162592.11	1.2492959660885832	3.7510730427924974	1.1134494673259598	1.2672691205246343
ENSG00000296834.1	0.0	0.0	0.0	0.0
ENSG00000235169.13	0.28347212072032324	0.0	0.5052956071026388	0.24647170992056056
ENSG00000130764.12	1.3172407822644148	1.898438745664632	29.249522657045926	26.11299829829968
ENSG00000266075.2	0.0	0.0	2.2863471746101602	0.0
ENSG00000272153.1	0.0	0.0	0.0	1.4554672788592047
ENSG00000116198.16	5.803413054297813	7.080649250100836	10.462004955202811	8.756937440387935
ENSG00000169598.19	1.6081211576349994	3.00437726448052	2.9120133405916593	1.7607214052884004
ENSG00000198912.13	27.828470272236572	46.52942452209385	24.871920369101687	25.461295915071066
ENSG00000236423.9	0.0	0.45648035403880194	0.4839261052303432	0.3304674138002727
ENSG00000233304.8	0.0	0.0	0.0	0.0
ENSG00000226374.4	0.0	0.0	0.0	0.0
ENSG00000284668.3	0.0	0.0	0.0	0.0
ENSG00000284703.2	0.0	0.0	0.0	0.0
ENSG00000296871.1	0.0	0.0	0.0	0.0
ENSG00000308587.1	0.0	0.0	0.0	0.0
ENSG00000229280.1	0.0	0.0	0.0	0.0
ENSG00000301255.1	0.0	0.0	0.0	0.0
ENSG00000299169.1	0.0	0.0	0.0	0.0
ENSG00000302287.1	0.0	0.0	0.0	0.0
ENSG00000235054.5	0.0	0.0	0.0	0.0
ENSG00000306535.1	0.0	0.0	0.0	0.0
ENSG00000284694.1	0.0	0.0	0.0	0.0
ENSG00000299517.1	0.0	0.0	0.0	0.0
ENSG00000227169.2	0.0	0.0	0.0	0.0
ENSG00000295490.1	0.0	0.0	0.0	0.0
ENSG00000232596.3	0.0	0.0	0.0	0.0
ENSG00000300565.1	0.0	0.0	0.0	0.0
ENSG00000303830.1	0.0	0.0	0.0	0.0
ENSG00000196581.13	0.0	0.0	0.0	0.0
ENSG00000287586.1	0.0	0.0	0.0	0.0
ENSG00000284739.2	0.0	0.0	0.0	0.0
ENSG00000284674.1	0.0	0.0	0.0	0.0
ENSG00000309102.1	0.0	0.0	0.0	0.0
ENSG00000309111.1	0.0	0.0	0.0	0.0
ENSG00000231510.1	0.0	0.0	0.0	0.0
ENSG00000296716.1	1.596779784201246	0.0	0.0	0.0
ENSG00000302269.1	0.0	0.0	0.0	0.0
ENSG00000306645.1	0.0	0.0	0.0	0.0
ENSG00000284616.1	0.0	0.0	0.0	0.0
ENSG00000302445.1	0.0	0.0	0.0	0.0
ENSG00000302452.1	0.0	0.0	0.0	0.0
ENSG00000295735.1	0.0	0.0	0.0	0.0
ENSG00000284692.3	0.0	0.0	0.0	0.0
ENSG00000284666.1	0.0	0.0	0.0	0.0
ENSG00000260972.1	0.0	1.8872517171103325	0.0	0.45542317329065274
ENSG00000299325.1	0.0	0.0	0.0	0.0
ENSG00000283356.1	0.0	0.0	0.0	0.0
ENSG00000289893.2	0.0	0.0	0.0	0.0
ENSG00000264341.1	0.0	0.0	0.0	0.0
ENSG00000295108.1	0.0	2.9931459476039572	0.0	0.0
ENSG00000295122.1	0.8972483982557472	0.0	0.0	0.0
ENSG00000298180.1	0.0	0.0	0.0	0.0
ENSG00000264101.1	19.047301711543433	0.0	0.0	0.0
ENSG00000131697.20	1.407040016682187	1.351906358774265	6.401579066774669	4.349813564509569
ENSG00000299539.1	0.0	0.0	0.0	0.0
ENSG00000069424.17	14.401269531802898	29.412806565347502	73.93288476691649	52.36277454583729
ENSG00000116254.19	0.6581652284569258	1.5809389692646039	4.223501035060786	3.204643227674794
ENSG00000285629.1	0.0	0.0	0.0	0.0
ENSG00000116251.13	130.27053907482912	273.32936655135603	41.566033860717255	43.06264224467011
ENSG00000226944.2	0.0	0.0	0.7832123539322002	1.7828215111285763
ENSG00000158286.15	1.2511521299418584	0.6678482251978385	2.3364079510326534	1.2087161793466341
ENSG00000116237.18	75.03912750317336	158.76056645677198	44.6706902969258	43.49639280142002
ENSG00000225077.4	3.9844934473157725	8.37454730950827	1.521953927962385	0.866103614203479
ENSG00000173673.10	0.0	0.0	0.0	0.0
ENSG00000158292.9	4.079605658159951	11.528675896098756	11.244087508827937	9.180760665028743
ENSG00000097021.23	18.48722088187099	34.45373592568266	224.18391061357386	180.51099765659345
ENSG00000271746.1	3.185928601691853	0.0	0.0	1.8467219237138301
ENSG00000069812.13	2.3933456785066	2.090513161838273	1.4405330354389405	1.0089466384781172
ENSG00000187017.19	0.0	0.0	3.128339122875751	1.2239251908748368
ENSG00000265392.1	0.0	0.0	10.778493823162185	24.535019843626596
ENSG00000231868.1	0.0	0.0	0.0	0.0
ENSG00000215788.13	0.3116669284263769	1.4972726339112832	2.5396731588937542	1.8065757949374421
ENSG00000171680.25	2.7989983992018628	4.7458624311230935	18.363902108936603	12.311441483647403
ENSG00000297749.1	4.629552499333474	0.0	0.0	0.0
ENSG00000299237.1	0.0	4.648281805422692	0.0	0.0
ENSG00000299253.1	0.0	0.0	0.0	1.6034297200710328
ENSG00000162408.13	60.297821453431915	110.65775566428556	94.93586928768143	79.6979009715029
ENSG00000253022.1	0.0	0.0	0.0	0.0
ENSG00000229519.2	0.0	0.0	0.0	1.9273145263696698
ENSG00000173662.22	0.0	0.0	0.0	0.27920994402971017
ENSG00000204859.15	0.27077805032657193	1.9512588326175269	22.892260033028045	16.009548894714104
ENSG00000162413.18	6.849509605611131	21.648412626309543	33.8742254842573	26.85186604624565
ENSG00000295286.1	0.0	0.0	1.5828557362685725	1.8015224360704845
ENSG00000304810.1	0.0	0.0	0.0	0.0
ENSG00000116273.8	11.081137993042693	47.22430000442169	51.155945348911565	34.18787282499979
ENSG00000041988.18	0.999858357561335	1.8012745578943952	10.948233883369461	6.954808774571319
ENSG00000007923.19	7.653909987416994	13.482329813738454	47.348648755663774	38.568713168649296
ENSG00000228750.8	0.0	0.0	0.0	0.0
ENSG00000284744.1	0.0	0.0	0.0	0.0
ENSG00000237436.2	1.789679355447034	0.0	1.822939894924074	1.0373867450660912
ENSG00000171735.22	6.482241268982389	10.693062988774916	7.040240430065694	6.790532378229596
ENSG00000227950.1	0.0	0.0	7.122850813208576	5.404567308211454
ENSG00000237365.1	0.0	0.0	0.0	0.0
ENSG00000207056.1	0.0	0.0	0.0	0.0
ENSG00000310450.1	0.0	0.0	0.0	0.0
ENSG00000237402.2	0.0	3.9735312207645586	2.527463191783688	0.0
ENSG00000237728.3	0.0	0.0	0.0	0.0
ENSG00000294314.1	0.0	0.0	0.0	0.0
ENSG00000225126.2	0.0	0.0	0.0	0.0
ENSG00000298973.1	0.0	0.0	0.0	1.2151778696135813
ENSG00000306883.1	0.0	0.0	0.0	0.0
ENSG00000302704.1	0.0	0.0	0.0	0.0
ENSG00000270171.1	0.7747304589239048	0.0	0.0	0.0
ENSG00000270035.1	0.0	0.0	0.0	2.7117653511376765
ENSG00000269978.2	0.0	0.0	0.0	1.3487838133930852
ENSG00000300603.1	0.0	0.0	0.0	0.0
ENSG00000049245.14	157.8171795257839	271.6111023716514	74.78196614404439	82.51940017571178
ENSG00000269925.1	10.177947479450689	16.298555541660225	1.7278501548580598	1.9665473920464065
ENSG00000049246.17	2.707664736677294	3.080803278690264	2.7579857003687756	2.9737828668953146
ENSG00000236266.2	0.0	0.0	0.0	0.500552542146527
ENSG00000049247.15	0.0	0.0	0.0	0.0
ENSG00000302605.1	0.0	0.0	0.0	0.0
ENSG00000049249.11	3.1475711043627013	7.560590566421705	2.030509459604207	1.0946928117198835
ENSG00000270330.1	0.0	9.021594827989395	0.0	0.0
ENSG00000116288.15	64.3319461780606	105.29105884274755	329.564940275098	252.62133842303615
ENSG00000299004.1	0.0	0.0	0.0	0.0
ENSG00000200344.1	0.0	0.0	0.0	7.5034283987790085
ENSG00000284747.1	0.0	0.7781015947366945	1.6497694627289057	0.7510720360293857
ENSG00000284716.1	0.0	0.0	0.0	0.740990532190065
ENSG00000116285.15	289.6231170498741	549.4870511792191	243.8993919824178	222.52536448606756
ENSG00000238290.2	0.16815627693379245	0.4039180431247616	0.2569221002115844	0.19494340397887194
ENSG00000232848.1	0.0	0.0	0.0	0.0
ENSG00000301325.1	0.0	0.0	0.0	0.0
ENSG00000227634.4	0.3990157473613768	0.4792258213281812	0.0	0.0
ENSG00000229305.1	0.0	0.0	0.0	0.0
ENSG00000301344.1	0.0	0.0	1.007485327684299	1.1466663576769107
ENSG00000200975.1	0.0	0.0	0.0	0.0
ENSG00000233645.1	0.0	0.0	0.0	0.0
ENSG00000298156.1	0.0	0.0	0.0	0.0
ENSG00000301025.1	0.0	0.0	0.0	0.0
ENSG00000301006.1	0.0	3.882019592649981	0.0	0.0
ENSG00000251977.1	0.0	0.0	0.0	0.0
ENSG00000162426.18	0.27928594884961044	0.0	0.5689527531287956	0.32377592169008707
ENSG00000252254.1	0.0	0.0	0.0	0.0
ENSG00000142599.22	27.841117557069126	49.26492811511852	70.37643001805353	57.66677455833388
ENSG00000232912.6	2.263686111728422	0.0	0.0	0.6560722623720184
ENSG00000221083.1	0.0	0.0	0.0	0.0
ENSG00000270282.1	0.0	0.0	0.0	2.094452913480319
ENSG00000234619.1	10.131543463586933	0.0	0.0	0.0
ENSG00000224315.2	0.0	0.0	0.0	0.0
ENSG00000303676.1	2.302782590342039	0.0	1.1727894833492531	0.0
ENSG00000222511.2	0.0	0.0	0.0	0.0
ENSG00000226545.1	3.212797879055519	15.434535729813181	0.0	0.0
ENSG00000228423.2	0.0	0.0	3.8472810813553404	0.0
ENSG00000229716.2	3.6133092677724674	0.0	0.0	0.0
ENSG00000074800.18	147.13205164197498	353.13608491823214	1296.5592042168937	1011.62406424191
ENSG00000274258.1	0.0	0.0	0.0	0.0
ENSG00000230679.2	1.2614107093737374	0.0	0.6424267841619845	1.4623521761101947
ENSG00000201725.1	0.0	0.0	0.0	0.0
ENSG00000238249.2	0.0	0.0	0.0	0.0
ENSG00000310107.1	0.0	0.0	0.0	0.34517781378929785
ENSG00000232208.2	0.0	0.0	0.0	0.0
ENSG00000232663.2	0.0	0.0	0.0	0.0
ENSG00000310124.1	0.0	0.0	0.0	0.0
ENSG00000131686.15	0.0	0.0	0.5101766422683828	0.0
ENSG00000290109.2	0.0	0.0	0.0	0.0
ENSG00000265141.2	0.0	0.0	0.0	0.0
